,Demand,DemandCharge,EnergyCharge,FacilityCharge,TotalCharge,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge
month,entire year,entire year,entire year,entire year,entire year,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
CustomerID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASD0RN,220164.80,7435.58,16701.24,12000.13,36136.95,11608.00,11508.00,14741.60,14112.80,15776.80,17632.80,27098.40,30863.20,24883.20,21702.40,15537.60,14700.00,0,0,0,0,0,1746.75,1909.02,1858.53,1921.28,0,0,0,840.15,832.51,1072.88,1018.88,1141.11,1529.00,2137.49,2473.07,1965.89,1542.21,1106.38,1041.68,813.57,864.42,915.26,864.42,915.26,1220.35,1271.20,1118.66,1169.50,1169.50,813.57,864.42,1653.71,1696.92,1988.15,1883.29,2056.37,4496.11,5317.71,5450.25,5056.67,2711.71,1919.95,1906.10
ATRQYU,514515.36,13173.44,38305.41,20491.74,71970.60,36979.20,34056.80,41129.60,39800.80,42960.00,45440.80,51805.60,52819.20,45470.40,45612.00,38844.80,39596.16,0,0,0,0,0,3181.22,3368.00,3518.02,3106.21,0,0,0,2602.22,2397.07,2918.66,2798.45,3049.90,3741.95,4112.83,4336.84,3614.51,3226.20,2741.41,2765.36,1372.90,1474.59,1677.98,1525.44,1728.83,1932.22,2033.92,2135.62,1881.38,1830.53,1525.44,1372.90,3975.12,3871.66,4596.65,4323.89,4778.74,8855.39,9514.75,9990.47,8602.10,5056.72,4266.85,4138.26
ATSWZO,234635.20,11336.00,18201.00,17745.95,47282.95,23143.20,18705.60,19250.40,16562.40,17924.00,20549.60,23920.80,24092.80,19644.00,18085.60,15125.60,17631.20,0,0,0,0,0,2596.35,2697.34,3070.91,2971.39,0,0,0,1644.56,1328.57,1379.35,1179.34,1287.61,1821.53,2079.24,2177.46,1680.70,1303.07,1077.68,1241.89,1525.44,1474.59,1372.90,1322.05,1220.35,1627.14,1728.83,1932.22,1932.22,1525.44,966.11,1118.66,3170.00,2803.16,2752.25,2501.39,2507.96,6045.02,6505.41,7180.60,6584.32,2828.51,2043.79,2360.55
AU49MR,365177.60,13456.32,27857.70,19932.42,61246.44,25526.40,22276.80,27310.40,26468.80,29507.20,35840.00,40369.60,41073.60,33704.00,32737.60,25416.00,24947.20,0,0,0,0,0,3294.46,3220.93,3545.47,3395.46,0,0,0,1801.47,1577.81,1951.78,1877.13,2110.99,3044.02,3303.13,3492.22,2789.03,2341.36,1806.80,1761.96,1220.35,1118.66,1627.14,1322.05,1728.83,2033.92,2033.92,2237.31,2135.62,1932.22,1322.05,1220.35,3021.83,2696.47,3578.92,3199.18,3839.82,8372.40,8557.98,9275.00,8320.10,4273.59,3128.85,2982.31
AVTU11,615179.20,17945.02,46689.49,29288.45,93922.96,43968.00,40731.20,49417.60,49491.20,52278.40,56129.60,61712.00,65808.00,57531.20,53980.80,43716.80,40414.40,0,0,0,0,0,4243.58,4341.63,4791.68,4568.13,0,0,0,3119.10,2899.18,3544.09,3516.56,3737.01,4728.98,5027.58,5540.31,4734.49,3858.60,3116.91,2866.68,1728.83,2135.62,2339.01,2237.31,2440.70,2644.10,2644.10,2949.18,2847.49,3050.88,2135.62,2135.62,4847.93,5034.79,5883.09,5753.87,6177.71,11616.66,12013.30,13281.18,12150.10,6909.48,5252.52,5002.30
AVX8DI,219101.60,11434.53,17543.25,18229.01,47206.79,8468.00,9252.40,15496.00,16687.20,18352.40,22544.00,28644.40,28916.00,25063.60,22511.60,13463.60,9702.40,0,0,0,0,0,2724.30,2730.43,2961.58,3018.21,0,0,0,623.24,686.65,1152.05,1220.25,1345.55,2030.71,2440.58,2543.19,2154.74,1637.58,993.47,715.24,1144.08,1449.17,1423.74,1525.44,1474.59,1601.71,1627.14,1754.26,1805.10,1830.53,1347.47,1245.78,1767.32,2135.81,2575.79,2745.69,2820.14,6356.73,6798.15,7259.03,6978.05,3468.11,2340.94,1961.02
AX4OPI,311512.80,11405.12,23825.03,17034.08,52264.23,24585.60,20631.20,21762.40,21923.20,24590.40,30791.20,33743.20,34837.60,28959.20,26223.20,20762.40,22703.20,0,0,0,0,0,2793.92,2783.14,3145.92,2682.14,0,0,0,1731.56,1464.21,1562.80,1564.36,1769.86,2597.39,2787.66,2970.80,2390.48,1889.62,1486.65,1609.64,1220.35,1169.50,1118.66,1220.35,1474.59,1677.98,1728.83,1983.07,1627.14,1474.59,1169.50,1169.50,2951.91,2633.71,2681.45,2784.71,3244.45,7069.29,7299.63,8099.79,6699.76,3364.21,2656.16,2779.14
AXEULP,561373.80,18213.68,42260.04,27999.45,88473.17,41079.36,38787.24,47636.76,46188.24,45001.32,50889.72,56641.68,56400.48,49797.96,49586.16,41733.48,37631.40,0,0,0,0,0,4138.45,4350.38,4774.25,4950.60,0,0,0,2917.53,2756.28,3401.05,3271.32,3206.79,4242.41,4614.29,4734.68,3989.67,3511.60,2948.84,2665.58,1952.56,1937.31,2318.67,2211.89,2631.38,2547.48,2692.40,2982.24,3104.27,2288.16,1761.88,1571.20,4870.10,4693.59,5719.72,5483.20,5838.17,10928.34,11657.08,12491.17,12044.54,5799.76,4710.73,4236.78
AXQVG6,337928.72,12900.86,26295.40,20034.11,59230.38,20765.60,20133.60,26096.00,26578.40,28851.92,29691.20,35217.60,37144.80,33404.00,31548.80,25452.00,23044.80,0,0,0,0,0,2695.87,3306.72,3331.23,3567.04,0,0,0,1497.13,1452.82,1893.61,1911.71,2087.85,2570.65,2987.99,3263.23,2839.78,2286.51,1841.09,1663.04,1220.35,1169.50,1322.05,1576.29,1728.83,1677.98,2033.92,2033.92,2135.62,2389.86,1423.74,1322.05,2717.48,2622.33,3215.65,3488.00,3816.68,6944.51,8328.63,8628.39,8542.44,4676.37,3264.83,2985.08
AYZCOK,862502.40,20144.02,62202.13,36305.47,118651.62,44158.80,40378.80,42601.20,48790.80,70219.20,81950.40,91585.20,88953.60,91208.40,91929.60,83619.60,87106.80,0,0,0,0,0,4282.80,5763.84,4863.74,5233.63,0,0,0,3069.83,2810.31,2980.79,3386.10,4903.06,6255.07,6814.24,6845.06,6852.06,6417.99,5828.75,6038.87,2288.16,2135.62,2745.79,2059.34,2593.25,3203.42,3661.06,3508.51,4194.96,3661.06,3127.15,3127.15,5357.99,4945.92,5726.58,5445.44,7496.31,13741.30,16239.14,15217.32,16280.66,10079.05,8955.90,9166.02
AZKZXV,200928.53,5479.53,15474.61,9754.55,30708.69,12911.63,13871.05,14992.38,16625.29,17632.87,18768.77,22034.71,20612.97,18535.95,16150.47,15076.87,13715.57,0,0,0,0,0,1305.08,1312.48,1393.39,1468.58,0,0,0,935.14,998.74,1083.00,1186.32,1266.91,1597.68,1773.99,1790.95,1586.85,1173.36,1090.94,990.72,821.83,805.94,827.55,854.88,769.08,776.70,778.61,826.92,892.38,801.49,803.40,795.77,1756.98,1804.68,1910.55,2041.20,2035.99,3679.46,3865.09,4011.26,3947.81,1974.85,1894.34,1786.49
B06G29,211480.00,4922.58,15543.66,8872.98,29339.21,16407.20,15453.20,17426.00,16850.80,18038.00,18582.80,19271.20,19972.00,18056.80,17846.40,16694.80,16880.80,0,0,0,0,0,1266.80,1241.55,1216.30,1197.92,0,0,0,1156.57,1088.60,1234.08,1185.78,1276.54,1478.18,1494.05,1591.26,1408.65,1260.24,1180.90,1188.83,686.45,686.45,711.87,762.72,788.14,788.14,762.72,762.72,737.30,762.72,711.87,711.87,1843.01,1775.05,1945.95,1948.50,2064.68,3533.12,3498.32,3570.29,3343.86,2022.96,1892.77,1900.70
B1S2JA,245186.00,6562.21,18155.08,11415.38,36132.67,20458.00,18833.60,20606.00,18914.40,20137.60,19354.80,22338.40,22308.00,21124.00,21239.60,18954.80,20916.80,0,0,0,0,0,1421.47,1584.48,1772.00,1784.26,0,0,0,1435.45,1321.15,1455.80,1326.60,1424.77,1579.80,1784.86,1834.22,1687.80,1506.89,1337.04,1460.71,915.26,915.26,838.99,788.14,813.57,838.99,966.11,1093.23,1093.23,1296.62,838.99,1016.96,2350.71,2236.41,2294.79,2114.74,2238.33,3840.26,4335.45,4699.45,4565.29,2803.51,2176.03,2477.67
B4NF0S,479692.00,28152.48,36143.77,36356.32,100652.57,18776.00,15448.00,16304.00,26884.00,44896.00,52488.00,68196.00,62360.00,53380.00,42380.00,43988.00,34592.00,0,0,0,0,0,5556.96,8733.76,6865.92,6995.84,0,0,0,1300.41,1067.59,1133.21,1882.80,3196.07,4218.01,5534.06,5091.07,4180.28,3012.99,3100.99,2426.30,1271.20,762.72,508.48,3559.36,3050.88,3813.60,5593.28,4322.08,4576.32,4067.84,3050.88,1779.68,2571.61,1830.31,1641.69,5442.16,6246.95,13588.57,19861.10,16279.07,15752.44,7080.83,6151.87,4205.98
B4Z39S,295748.00,14360.58,23448.06,22423.97,60232.61,16653.60,18244.40,26596.40,23189.20,22082.40,26158.40,29853.60,34766.00,28116.80,27012.00,22166.80,20908.40,0,0,0,0,0,2650.77,3556.99,3981.06,4171.76,0,0,0,1188.56,1312.88,1942.39,1688.89,1611.61,2364.62,2656.08,3114.34,2503.45,1967.30,1598.16,1499.79,1500.02,1576.29,1703.41,1677.98,1576.29,1652.56,2288.16,2466.13,2491.55,2542.40,1550.86,1398.32,2688.58,2889.16,3645.80,3366.88,3187.89,6667.95,8501.23,9561.52,9166.76,4509.70,3149.03,2898.11
B6CEYL,266640.00,8803.87,20239.74,14745.92,43789.53,21489.60,19915.20,22135.20,20534.40,21113.60,21879.20,24014.40,26060.80,25516.80,25709.60,20545.60,17725.60,0,0,0,0,0,1835.49,2210.53,2447.81,2310.05,0,0,0,1532.46,1420.02,1583.75,1460.03,1512.12,1835.95,2002.67,2211.75,2120.63,1845.24,1464.76,1250.37,1169.50,1067.81,966.11,1118.66,1118.66,1169.50,1423.74,1576.29,1474.59,1677.98,1016.96,966.11,2701.96,2487.83,2549.86,2578.68,2630.78,4840.94,5636.94,6235.84,5905.27,3523.22,2481.72,2216.48
B7KPL1,359798.40,9130.37,26929.81,15457.79,51517.97,30379.20,25512.00,29160.00,28260.80,30305.60,30969.60,32536.00,34088.00,34539.20,34441.60,28230.40,21376.00,0,0,0,0,0,2195.33,2195.33,2369.86,2369.86,0,0,0,2158.51,1808.72,2083.54,1999.33,2154.24,2544.09,2594.25,2830.83,2772.70,2453.26,2012.68,1517.65,1322.05,1118.66,1220.35,1322.05,1220.35,1322.05,1322.05,1423.74,1423.74,1525.44,1220.35,1016.96,3480.56,2927.38,3303.90,3321.38,3374.59,6061.47,6111.63,6624.43,6566.30,3978.70,3233.03,2534.61
B82IZT,418845.07,14891.78,31839.79,29237.60,75969.17,36520.80,33547.20,36887.20,31094.67,34460.80,37452.00,39720.00,42240.80,35036.00,32788.80,28107.20,30989.60,0,0,0,0,0,3572.93,3797.95,3785.70,3735.20,0,0,0,2619.23,2397.88,2648.67,2219.18,2471.60,3151.34,3290.91,3583.13,2898.58,2351.29,2010.89,2197.07,2694.94,2745.79,2644.10,2491.55,2084.77,2339.01,2491.55,2491.55,2440.70,2186.46,2186.46,2440.70,5314.17,5143.68,5292.76,4710.74,4556.37,9063.28,9580.42,9860.38,9074.49,4537.76,4197.36,4637.77
B9X5DU,315303.20,8588.40,23615.94,15025.58,47229.93,26730.00,23403.20,28307.60,26178.80,24873.20,24302.80,29613.60,30093.20,26928.80,26845.60,24363.20,23663.20,0,0,0,0,0,1951.92,2101.94,2226.70,2307.84,0,0,0,1898.40,1661.07,2019.82,1850.64,1769.46,1990.05,2380.80,2515.90,2216.93,1916.22,1726.35,1670.31,1245.78,1296.62,1347.47,1118.66,1271.20,1245.78,1271.20,1347.47,1398.32,1372.90,1042.38,1067.81,3144.18,2957.69,3367.29,2969.30,3040.66,5187.74,5753.94,6090.07,5923.09,3289.11,2768.74,2738.12
BB9KTY,389631.33,7776.80,29717.94,12457.76,49952.50,24723.73,24268.80,31867.20,30938.80,32512.80,35050.40,41932.80,41302.40,37292.80,35677.60,27041.60,27022.40,0,0,0,0,0,1722.98,1947.26,2140.91,1965.65,0,0,0,1759.11,1732.45,2289.61,2196.41,2328.06,2986.27,3417.90,3540.53,3068.41,2554.58,1931.63,1912.98,889.84,1016.96,966.11,838.99,1042.38,1093.23,1220.35,1347.47,1271.20,1245.78,813.57,711.87,2648.95,2749.41,3255.72,3035.40,3370.44,5802.48,6585.52,7028.91,6305.25,3800.36,2745.20,2624.86
BC28XX,225170.80,8761.22,17521.05,14669.65,40951.92,17552.40,16046.00,19278.80,17950.00,17972.80,19058.00,22292.40,22353.20,19410.80,20060.80,15547.20,17648.40,0,0,0,0,0,2027.66,2114.93,2258.82,2359.81,0,0,0,1246.41,1140.94,1392.87,1289.08,1299.93,1694.72,1914.15,1999.55,1716.05,1456.43,1119.80,1251.13,1067.81,966.11,1194.93,1118.66,1144.08,1245.78,1296.62,1398.32,1500.02,1601.71,1093.23,1042.38,2314.22,2107.05,2587.80,2407.74,2444.01,4968.16,5325.70,5656.68,5575.87,3058.15,2213.04,2293.51
BCNVGU,313992.80,8746.02,23456.74,14084.90,46287.65,23490.00,21609.20,25847.60,25086.80,25902.00,26721.60,30135.60,30303.20,27931.60,28554.40,24676.80,23734.00,0,0,0,0,0,1926.67,2164.69,2646.85,2007.81,0,0,0,1660.72,1529.65,1843.71,1774.36,1845.75,2188.37,2411.89,2523.73,2219.93,2032.12,1752.95,1673.56,991.54,991.54,1042.38,1067.81,1042.38,1245.78,1322.05,1677.98,1220.35,1423.74,1093.23,966.11,2652.25,2521.19,2886.09,2842.17,2888.13,5360.82,5898.62,6848.56,5448.09,3455.87,2846.19,2639.67
BDO6QV,291998.40,10186.37,22433.25,17237.47,49857.09,21066.40,18568.80,23995.20,22251.20,22593.60,24299.20,29035.20,30145.60,27012.00,27764.80,22260.00,23006.40,0,0,0,0,0,2346.82,2470.85,2709.60,2659.10,0,0,0,1493.47,1321.57,1731.76,1593.92,1629.68,2122.68,2428.65,2611.69,2273.45,1997.87,1594.39,1634.12,1118.66,1067.81,1372.90,1372.90,1372.90,1474.59,1525.44,1728.83,1677.98,1830.53,1372.90,1322.05,2612.13,2389.37,3104.66,2966.82,3002.58,5944.09,6424.94,7050.12,6610.54,3828.40,2967.29,2956.16
BFMZ0G,347536.80,12530.24,26134.16,22169.73,60834.13,17367.20,19178.80,26383.20,28396.40,30203.60,32518.40,42811.60,37980.80,35792.80,35261.20,22874.40,18768.40,0,0,0,0,0,2850.54,3139.79,3436.14,3103.76,0,0,0,1266.25,1394.92,1891.35,2007.47,2151.58,2629.91,3279.69,3117.48,2881.10,2495.46,1648.02,1370.93,1525.44,2008.50,1449.17,1652.56,1983.07,2110.19,2059.34,2059.34,2008.50,2135.62,1703.41,1474.59,2791.69,3403.42,3340.52,3660.03,4134.65,7590.65,8478.83,8612.97,7993.35,4631.08,3351.43,2845.52
BHHMHU,244229.07,7581.18,18603.55,11745.89,37930.62,15932.00,14819.20,18507.20,19100.80,20761.60,23941.87,26686.40,26093.60,22398.40,21197.60,17701.60,17088.80,0,0,0,0,0,1895.30,1958.05,1907.55,1820.29,0,0,0,1125.96,1048.80,1324.21,1353.53,1489.48,2035.89,2180.93,2230.53,1835.25,1513.65,1259.10,1206.21,762.72,762.72,966.11,966.11,1016.96,1169.50,1169.50,1118.66,1118.66,1016.96,915.26,762.72,1888.68,1811.52,2290.32,2319.64,2506.44,5100.69,5308.48,5256.74,4774.19,2530.61,2174.37,1968.93
BI9L65,262684.80,10431.49,20464.99,17186.62,48083.10,19387.20,17811.20,20926.40,19600.00,20305.60,22526.40,25478.40,27163.20,25444.80,25076.80,20036.80,18928.00,0,0,0,0,0,2345.34,2645.38,2819.90,2620.86,0,0,0,1395.94,1277.19,1519.83,1411.93,1470.80,1996.52,2183.91,2409.54,2170.12,1816.77,1449.36,1363.07,1322.05,1220.35,1220.35,1220.35,1220.35,1525.44,1627.14,1728.83,1627.14,1830.53,1423.74,1220.35,2717.98,2497.54,2740.19,2632.28,2691.15,5867.30,6456.42,6958.28,6418.12,3647.30,2873.11,2583.42
BIWZ58,215878.40,8699.94,16316.13,13474.72,38490.79,18736.00,15236.00,16552.80,15097.60,16998.40,20490.40,25245.60,23602.40,18328.80,17169.60,13208.00,15212.80,0,0,0,0,0,2071.30,2259.55,2259.55,2109.54,0,0,0,1299.88,1062.44,1173.27,1066.65,1211.91,1725.94,2041.05,2015.63,1497.85,1225.62,933.62,1062.27,1067.81,813.57,915.26,915.26,1220.35,1271.20,1423.74,1423.74,1322.05,1372.90,915.26,813.57,2367.69,1876.01,2088.53,1981.91,2432.27,5068.44,5724.34,5698.93,4929.43,2598.51,1848.88,1875.84
BK5EVC,397865.33,11743.39,30027.73,20034.11,61805.24,30693.60,27800.80,32277.60,30816.80,32769.60,34297.60,38538.40,39872.80,35553.60,35641.60,30070.40,29532.53,0,0,0,0,0,2807.65,2807.65,3020.42,3107.68,0,0,0,2176.71,1973.25,2309.08,2187.46,2340.81,2874.79,3137.78,3353.09,2894.24,2550.39,2141.17,2088.97,1576.29,1525.44,1525.44,1525.44,1627.14,1728.83,1728.83,1881.38,1932.22,1983.07,1627.14,1372.90,3753.00,3498.69,3834.52,3712.90,3967.95,7411.27,7674.26,8254.88,7934.14,4533.46,3768.30,3461.87
BKTHRH,771282.00,14419.90,56318.13,27038.42,97776.45,71567.40,62187.60,68557.20,64001.40,65609.40,64369.80,64141.20,64537.80,61855.80,63378.60,60220.80,60855.00,0,0,0,0,0,3574.27,3508.82,3677.59,3659.21,0,0,0,5029.63,4368.97,4841.33,4486.73,4630.19,5100.73,4930.88,5158.76,4816.95,4462.46,4236.47,4255.03,2478.84,2326.30,2326.30,2250.02,2211.89,2211.89,2173.75,2250.02,2250.02,2173.75,2173.75,2211.89,7508.47,6695.26,7167.62,6736.75,6842.08,10886.89,10613.45,11086.38,10726.18,6636.21,6410.23,6466.92
BMK5SZ,214300.80,8588.16,16609.29,13322.18,38519.63,14867.20,13380.80,17264.00,16304.00,17129.60,20246.40,22716.80,23902.40,20646.40,18814.40,14844.80,14184.00,0,0,0,0,0,1971.78,2121.79,2247.30,2247.30,0,0,0,1066.64,963.67,1248.58,1171.60,1238.06,1752.90,1916.55,2064.05,1739.03,1357.42,1071.33,1019.45,813.57,915.26,1118.66,1016.96,1016.96,1220.35,1322.05,1423.74,1423.74,1322.05,915.26,813.57,1880.20,1878.94,2367.24,2188.56,2255.02,4945.03,5360.39,5735.09,5410.07,2679.47,1986.59,1833.02
BOO2HJ,217555.60,8602.13,16831.39,12813.70,38247.21,14603.60,14196.40,17833.60,17301.33,18615.20,19720.80,21399.60,22414.00,19656.27,19762.40,16684.53,15367.87,0,0,0,0,0,1926.67,2082.82,2302.45,2290.19,0,0,0,1044.39,1014.60,1285.43,1238.52,1340.83,1722.87,1821.38,1976.20,1668.30,1426.13,1196.21,1096.53,711.87,762.72,991.54,966.11,991.54,1194.93,1245.78,1423.74,1423.74,1271.20,1025.43,805.10,1756.26,1777.32,2276.97,2204.63,2332.36,4844.47,5149.97,5702.40,5382.24,2697.33,2221.64,1901.62
BOV8NA,272880.00,8173.41,20613.64,12813.70,41600.75,19555.20,17746.40,21757.60,20344.00,21840.00,23748.80,25933.60,27512.80,25144.00,25116.80,22094.40,22086.40,0,0,0,0,0,1909.02,1984.03,2221.31,2059.04,0,0,0,1385.63,1262.03,1558.67,1446.42,1563.27,1998.89,2121.54,2317.69,2038.19,1788.10,1571.05,1562.17,813.57,864.42,966.11,966.11,1067.81,1169.50,1220.35,1372.90,1271.20,1169.50,1016.96,915.26,2199.20,2126.45,2524.78,2412.53,2631.08,5077.42,5325.92,5911.90,5368.43,2957.60,2588.01,2477.44
BPETO2,438862.40,13136.19,33157.12,20644.29,66937.60,30140.80,28426.40,34210.40,31820.00,38224.80,44129.60,50221.60,49555.20,39784.00,35799.20,29066.40,27484.00,0,0,0,0,0,3271.42,3396.93,3358.69,3109.15,0,0,0,2131.13,2011.08,2439.00,2252.72,2734.76,3667.23,4018.57,4108.68,3221.09,2553.68,2072.93,1946.27,1322.05,1322.05,1627.14,1525.44,1932.22,2084.77,2186.46,2135.62,1983.07,1779.68,1474.59,1271.20,3453.17,3333.12,4066.14,3778.16,4666.98,9023.42,9601.96,9602.98,8313.31,4333.36,3547.52,3217.47
BQ9VDP,746522.96,21627.26,54858.42,30051.17,106536.85,46267.20,44263.20,54211.20,54583.20,60864.00,74805.60,88701.60,87124.80,74436.00,66389.60,50584.56,44292.00,0,0,0,0,0,5162.30,5052.00,5800.61,5612.35,0,0,0,3213.04,3078.76,3800.78,3799.34,4271.25,5913.94,6822.11,6966.73,5724.99,4660.99,3527.87,3078.62,1525.44,1830.53,2288.16,2288.16,2440.70,3203.42,3050.88,3508.51,3508.51,2745.79,2135.62,1525.44,4738.48,4909.29,6088.94,6087.50,6711.95,14279.67,14924.99,16275.85,14845.85,7406.79,5663.49,4604.06
BS4LA4,500319.96,16700.73,38615.61,28129.11,83445.45,33595.68,31379.16,39531.24,38300.16,40960.68,46211.04,51319.08,53461.20,46482.12,45965.28,37418.52,35695.80,0,0,0,0,0,4106.02,4069.03,4299.35,4226.33,0,0,0,2402.30,2247.10,2857.88,2749.41,2950.92,3988.30,4313.19,4625.55,3926.09,3314.44,2686.55,2553.89,1876.29,1967.82,2211.89,2219.52,2295.79,2570.37,2562.74,2707.66,2661.89,2722.91,2372.06,1960.19,4278.59,4214.92,5069.76,4968.92,5246.71,10664.69,10944.96,11632.56,10814.31,6037.35,5058.61,4514.08
BSXOM9,322149.60,9701.76,24343.66,15890.00,49935.42,23490.80,22249.60,27118.40,27302.00,29082.00,32322.40,33274.80,31903.20,26524.40,25324.80,21825.60,21731.60,0,0,0,0,0,2602.48,2522.08,2541.20,2036.00,0,0,0,1669.87,1584.43,1943.54,1934.54,2083.80,2708.30,2682.82,2665.17,2163.27,1805.38,1557.59,1544.94,1093.23,1093.23,1245.78,1169.50,1474.59,1627.14,1601.71,1627.14,1322.05,1271.20,1093.23,1271.20,2763.10,2677.66,3189.32,3104.05,3558.39,6937.92,6806.61,6833.51,5521.32,3076.58,2650.82,2816.14
BTUSIR,221973.60,6276.64,16607.31,10983.17,33867.12,17288.00,14849.60,18224.00,18521.60,18730.40,19290.40,20609.60,22052.80,20826.40,19012.00,15824.80,16744.00,0,0,0,0,0,1497.22,1584.48,1634.98,1559.97,0,0,0,1220.70,1049.53,1299.25,1310.23,1331.67,1587.41,1663.20,1822.60,1669.96,1356.56,1124.32,1171.89,864.42,915.26,864.42,1016.96,915.26,915.26,966.11,1016.96,966.11,966.11,813.57,762.72,2085.11,1964.79,2163.66,2327.19,2246.94,3999.89,4213.80,4474.53,4196.04,2322.67,1937.89,1934.61
BV3EWI,651472.80,16327.97,48869.32,28533.36,93730.64,49353.24,45365.04,49643.64,47689.92,51932.64,52828.56,57618.00,65112.72,66281.76,60498.96,53752.08,51396.24,0,0,0,0,0,3411.39,3814.37,4083.30,5018.91,0,0,0,3484.73,3214.16,3555.81,3396.46,3720.77,4437.11,4653.60,5399.34,5282.89,4301.51,3821.82,3601.10,1952.56,1960.19,2051.72,2105.11,2150.87,2318.67,2539.86,2570.37,3050.88,2883.08,2158.50,2791.56,5437.30,5174.35,5607.53,5501.56,5871.64,10167.17,11007.83,12053.01,13352.68,7184.59,5980.32,6392.65
BWIBPJ,272939.20,8335.68,20500.95,15457.79,44294.42,19422.40,17910.40,21835.20,19904.80,23407.20,23379.20,26541.60,28641.60,25381.60,26664.80,21509.60,18340.80,0,0,0,0,0,1919.81,2146.30,2259.55,2010.02,0,0,0,1379.47,1280.57,1562.45,1416.16,1681.08,1914.17,2085.35,2317.77,2086.73,1913.35,1548.57,1315.29,1067.81,1322.05,1271.20,1322.05,1271.20,1118.66,1322.05,1423.74,1271.20,1474.59,1322.05,1271.20,2447.27,2602.62,2833.65,2738.21,2952.28,4952.64,5553.70,6001.06,5367.94,3387.94,2870.62,2586.49
BYACAN,611777.33,16736.06,46338.96,27305.38,90380.40,41955.20,37926.40,46625.60,47996.53,55680.80,55896.80,61730.40,64032.00,52772.80,55732.80,47833.60,43594.40,0,0,0,0,0,4003.36,4115.14,4413.70,4203.87,0,0,0,2986.40,2696.82,3343.11,3408.24,3984.03,4669.25,5014.82,5362.64,4358.45,3990.25,3421.17,3103.78,1830.53,1881.38,1983.07,2288.16,2288.16,2389.86,2491.55,2694.94,2542.40,2593.25,2186.46,2135.62,4816.93,4578.19,5326.18,5696.40,6272.19,11062.46,11621.50,12471.28,11104.72,6583.50,5607.64,5239.40
BYD4O3,346057.73,6676.43,25130.93,12127.25,43934.61,28209.20,25739.20,27825.20,27281.73,32244.40,28621.20,27806.00,29164.80,29772.80,30421.20,29416.40,29555.60,0,0,0,0,0,1726.90,1614.38,1683.26,1651.89,0,0,0,1971.26,1798.36,1946.34,1892.03,2273.18,2246.68,2074.80,2316.39,2327.79,2147.06,2071.07,2065.97,991.54,1067.81,1067.81,1016.96,1016.96,1016.96,1016.96,991.54,966.11,991.54,966.11,1016.96,2962.79,2866.17,3014.15,2908.99,3290.14,4990.54,4706.15,4991.19,4945.79,3138.59,3037.19,3082.93
BZANUO,508641.20,11794.13,37030.90,20618.86,69443.89,42269.60,37272.00,41854.80,40518.00,41933.20,43297.20,45368.80,46442.80,43532.80,45200.00,40892.80,40059.20,0,0,0,0,0,2900.30,2924.08,2981.44,2988.30,0,0,0,2952.01,2605.43,2947.48,2829.99,2947.74,3417.07,3470.14,3672.27,3363.28,3172.76,2863.46,2789.25,1627.14,1703.41,1652.56,1779.68,1652.56,1754.26,1830.53,1805.10,1830.53,1805.10,1677.98,1500.02,4579.15,4308.84,4600.04,4609.67,4600.30,8071.63,8224.75,8458.82,8182.11,4977.87,4541.44,4289.27
C0NQS0,378356.53,13766.66,29415.10,24559.58,67741.34,27532.80,24781.60,31465.60,29265.60,31816.80,33672.00,36688.80,38676.00,33904.00,34513.60,28620.80,27418.93,0,0,0,0,0,3347.90,3435.17,3485.66,3497.92,0,0,0,1989.07,1793.56,2289.63,2114.46,2305.73,2927.26,3123.17,3390.84,2939.49,2503.14,2068.39,1970.37,1627.14,1932.22,1983.07,1932.22,1983.07,2186.46,2288.16,2288.16,2339.01,2389.86,1983.07,1627.14,3616.20,3725.78,4272.71,4046.69,4288.80,8461.63,8846.49,9164.66,8776.41,4893.00,4051.46,3597.51
